Symbol,Name,Country,IPO Year,Volume,Sector,Industry
SCHN,Schnitzer Steel Industries Inc. Class A,United States,1993,247703,Basic Industries,Steel/Iron Ore
SCKT,Socket Mobile Inc.,United States,NA,429135,Technology,Computer Manufacturing
SCOR,comScore Inc.,United States,2018,262091,Technology,Advertising
SCPH,scPharmaceuticals Inc.,United States,2017,91282,Health Care,Major Pharmaceuticals
SCPL,SciPlay Corporation Class A,United States,2019,432440,Technology,Computer Software: Prepackaged Software
SCVL,Shoe Carnival Inc.,United States,1993,85869,Consumer Services,Clothing/Shoe/Accessory Stores
SCWX,SecureWorks Corp. Class A,United States,2016,39236,Technology,EDP Services
SCYX,SCYNEXIS Inc.,United States,2014,97608,Health Care,Major Pharmaceuticals
SDC,SmileDirectClub Inc. Class A,United States,2019,2142776,Health Care,Medical/Dental Instruments
SDGR,Schrodinger Inc.,United States,2020,621071,Technology,Computer Software: Prepackaged Software
SEAC,SeaChange International Inc.,United States,1996,7061175,Technology,Radio And Television Broadcasting And Communications Equipment
SEDG,SolarEdge Technologies Inc.,Israel,2015,772519,Technology,Semiconductors
SEED,Origin Agritech Limited,China,NA,67827,NA,NA
SEER,Seer Inc. Class A,United States,2020,408218,Consumer Durables,Specialty Chemicals
SEIC,SEI Investments Company,United States,1981,1250430,Finance,Investment Bankers/Brokers/Service
SELF,Global Self Storage Inc.,United States,NA,23163,Consumer Services,Real Estate Investment Trusts
SESN,Sesen Bio Inc.,United States,2014,3467008,Health Care,Major Pharmaceuticals
SFBS,ServisFirst Bancshares Inc.,United States,2014,239866,Finance,Major Banks
SFIX,Stitch Fix Inc. Class A,United States,2017,1005716,Consumer Services,Catalog/Specialty Distribution
SFM,Sprouts Farmers Market Inc.,United States,2013,1399487,Consumer Non-Durables,Specialty Foods
SFT,Shift Technologies Inc. Class A,United States,2019,778518,Miscellaneous,Diversified Commercial Services
SGA,Saga Communications Inc. Class A (FL),United States,NA,21975,Consumer Services,Broadcasting
SGEN,Seagen Inc.,United States,2001,696865,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGLB,Sigma Labs Inc.,United States,NA,1712362,Technology,EDP Services
SGMO,Sangamo Therapeutics Inc.,United States,2000,907712,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,Scientific Games Corp,United States,NA,930522,Consumer Services,Movies/Entertainment
SGRY,Surgery Partners Inc.,United States,2015,327501,Health Care,Managed Health Care
SHC,Sotera Health Company,United States,2020,1590887,Health Care,Medical Specialities
SHEN,Shenandoah Telecommunications Co,United States,NA,132522,Public Utilities,Telecommunications Equipment
SHIP,Seanergy Maritime Holdings Corp,Greece,NA,4135707,NA,NA
SHLS,Shoals Technologies Group Inc. Class A,United States,2021,775612,Technology,Semiconductors
SHOO,Steven Madden Ltd.,United States,1993,579865,Consumer Non-Durables,Shoe Manufacturing
SIC,Select Interior Concepts Inc. Class A,United States,NA,58149,Capital Goods,Homebuilding
SIEN,Sientra Inc.,United States,2014,295430,Health Care,Medical Electronics
SIGA,SIGA Technologies Inc.,United States,NA,273589,Health Care,Major Pharmaceuticals
SILK,Silk Road Medical Inc.,United States,2019,280282,Health Care,Medical/Dental Instruments
SINO,Sino-Global Shipping America Ltd.,United States,NA,1078279,Transportation,Oil Refining/Marketing
SINT,SiNtx Technologies Inc.,United States,2014,934183,Health Care,Industrial Specialties
SIRI,Sirius XM Holdings Inc.,United States,NA,16333488,Consumer Services,Broadcasting
SITM,SiTime Corporation,United States,2019,62690,Technology,Semiconductors
SIVB,SVB Financial Group,United States,NA,996358,Finance,Major Banks
SKYW,SkyWest Inc.,United States,1986,236716,Transportation,Air Freight/Delivery Services
SLAB,Silicon Laboratories Inc.,United States,2000,1313432,Technology,Semiconductors
SLDB,Solid Biosciences Inc.,United States,2018,549976,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLGG,Super League Gaming Inc.,United States,2019,681435,Consumer Services,Publishing
SLGN,Silgan Holdings Inc.,United States,1997,182940,Consumer Durables,Containers/Packaging
SLM,SLM Corporation,United States,NA,6839464,Finance,Finance: Consumer Services
SLP,Simulations Plus Inc.,United States,NA,273043,Technology,Computer Software: Prepackaged Software
SLRC,SLR Investment Corp.,United States,2010,125580,Finance,Finance/Investors Services
SLRX,Salarius Pharmaceuticals Inc.,United States,2015,719183,Health Care,Major Pharmaceuticals
SLS,SELLAS Life Sciences Group Inc.,United States,NA,285904,Health Care,Major Pharmaceuticals
SMBK,SmartFinancial Inc.,United States,NA,85307,Finance,Major Banks
SMID,Smith-Midland Corporation,United States,NA,12997,Capital Goods,Building Materials
SMPL,The Simply Good Foods Company,United States,NA,564499,Consumer Non-Durables,Packaged Foods
SMSI,Smith Micro Software Inc.,United States,1995,295615,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation,United States,NA,332687,Technology,Semiconductors
SNBR,Sleep Number Corporation,United States,NA,663050,Consumer Durables,Home Furnishings
SNCA,Seneca Biopharma Inc.,United States,NA,2288642,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNCR,Synchronoss Technologies Inc.,United States,2018,450548,Technology,EDP Services
SND,Smart Sand Inc.,United States,2016,87303,Energy,Metal Fabrications
SNDX,Syndax Pharmaceuticals Inc.,United States,2016,1350498,Health Care,Major Pharmaceuticals
SNES,SenesTech Inc.,United States,2016,141606,Basic Industries,Multi-Sector Companies
SNPS,Synopsys Inc.,United States,1992,658897,Technology,EDP Services
SOLO,Electrameccanica Vehicles Corp. Ltd.,Canada,NA,2664854,Capital Goods,Auto Parts:O.E.M.
SOLY,Soliton Inc.,United States,2019,136150,Health Care,Medical/Dental Instruments
SONM,Sonim Technologies Inc.,United States,2019,669180,Capital Goods,Telecommunications Equipment
SONN,Sonnet BioTherapeutics Holdings Inc.,United States,NA,223294,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SONO,Sonos Inc.,United States,2018,1346302,Consumer Services,Consumer Electronics/Video Chains
SP,SP Plus Corporation,United States,NA,87838,Miscellaneous,Other Consumer Services
SPLK,Splunk Inc.,United States,2012,2026558,Technology,Computer Software: Prepackaged Software
SPSC,SPS Commerce Inc.,United States,2010,121064,Technology,EDP Services
SPT,Sprout Social Inc Class A,United States,2019,309069,Technology,EDP Services
SPTN,SpartanNash Company,United States,NA,243074,Consumer Non-Durables,Food Distributors
SPWH,Sportsman's Warehouse Holdings Inc.,United States,2014,463521,Consumer Services,Other Specialty Stores
SPWR,SunPower Corporation,United States,2005,3456944,Technology,Semiconductors
SQFT,Presidio Property Trust Inc. Class A,United States,2020,57714,Consumer Services,Real Estate Investment Trusts
SRAC,Stable Road Acquisition Corp. Class A,United States,2019,446211,NA,NA
SRCL,Stericycle Inc.,United States,1996,213873,Public Utilities,Environmental Services
SRNE,Sorrento Therapeutics Inc.,United States,NA,5179494,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SRPT,Sarepta Therapeutics Inc. (DE),United States,NA,784370,Health Care,Major Pharmaceuticals
SSB,South State Corporation,United States,NA,391176,Finance,Major Banks
SSNC,SS&C Technologies Holdings Inc.,United States,2010,1176782,Technology,EDP Services
SSP,E.W. Scripps Company (The) Class A,United States,NA,305315,Consumer Services,Broadcasting
SSRM,SSR Mining Inc.,Canada,NA,1226608,NA,NA
SSSS,SuRo Capital Corp.,United States,2011,89049,Finance,Finance/Investors Services
SSTI,ShotSpotter Inc.,United States,2017,30492,Technology,Computer Software: Prepackaged Software
STEP,StepStone Group Inc. Class A,United States,2020,112604,Finance,Finance/Investors Services
STIM,Neuronetics Inc.,United States,2018,202664,Health Care,Managed Health Care
STKS,The ONE Group Hospitality Inc.,United States,NA,163575,Consumer Services,Restaurants
STMP,Stamps.com Inc.  ($0.001 Par Value),United States,1999,141306,Technology,EDP Services
STOK,Stoke Therapeutics Inc.,United States,2019,129361,Health Care,Major Pharmaceuticals
STRA,Strategic Education Inc.,United States,1996,113167,Miscellaneous,Service to the Health Industry
STRL,Sterling Construction Company Inc,United States,NA,169812,Capital Goods,Oilfield Services/Equipment
STSA,Satsuma Pharmaceuticals Inc.,United States,2019,71448,Health Care,Major Pharmaceuticals
SUMO,Sumo Logic Inc.,United States,2020,829929,Technology,Retail: Computer Software & Peripheral Equipment
SUNS,SLR Senior Investment Corp.,United States,NA,37025,Finance,Finance/Investors Services
SUNW,Sunworks Inc.,United States,NA,2551932,Technology,Semiconductors
SUPN,Supernus Pharmaceuticals Inc.,United States,2012,649154,Health Care,Major Pharmaceuticals
SURF,Surface Oncology Inc.,United States,2018,966365,Health Care,Major Pharmaceuticals
SVC,Service Properties Trust,United States,NA,754134,Consumer Services,Real Estate Investment Trusts
SVMK,SVMK Inc.,United States,2018,374367,Technology,EDP Services
SWBI,Smith & Wesson Brands Inc.,United States,NA,911791,Consumer Non-Durables,Ordnance And Accessories
SWIM,Latham Group Inc.,United States,NA,8260839,Capital Goods,Engineering & Construction
SWIR,Sierra Wireless Inc.,Canada,NA,142573,Basic Industries,Metal Fabrications
SWKS,Skyworks Solutions Inc.,United States,NA,2425365,Technology,Semiconductors
SWTX,SpringWorks Therapeutics Inc.,United States,2019,206931,Health Care,Major Pharmaceuticals
SYKE,Sykes Enterprises Incorporated,United States,1996,103317,Technology,EDP Services
SYNA,Synaptics Incorporated $0.001 Par Value,United States,2002,294422,Technology,Computer peripheral equipment
SYNL,Synalloy Corporation,United States,NA,11052,Basic Industries,Steel/Iron Ore
SYRS,Syros Pharmaceuticals Inc.,United States,2016,626644,Health Care,Major Pharmaceuticals
TACO,Del Taco Restaurants Inc.,United States,2014,419183,Consumer Services,Restaurants
TACT,TransAct Technologies Incorporated,United States,1996,9128,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A,United States,1995,13287,Technology,Electronic Components
TANH,Tantech Holdings Ltd.,China,2015,642851,NA,NA
TARA,Protara Therapeutics Inc.,United States,2014,1123401,Health Care,Major Pharmaceuticals
TARS,Tarsus Pharmaceuticals Inc.,United States,2020,48066,Consumer Durables,Specialty Chemicals
TAST,Carrols Restaurant Group Inc.,United States,2006,239815,Consumer Services,Restaurants
TBIO,Translate Bio Inc.,United States,2018,753365,Consumer Durables,Specialty Chemicals
TBK,Triumph Bancorp Inc.,United States,2014,174383,Finance,Major Banks
TBLT,ToughBuilt Industries Inc.,United States,2018,1089434,Capital Goods,Diversified Manufacture
TCBI,Texas Capital Bancshares Inc.,United States,2003,1071736,Finance,Major Banks
TCDA,Tricida Inc.,United States,2018,224953,Health Care,Major Pharmaceuticals
TCF,TCF Financial Corporation,United States,NA,1431793,Finance,Major Banks
TCMD,Tactile Systems Technology Inc.,United States,2016,130495,Health Care,Medical/Dental Instruments
TCON,TRACON Pharmaceuticals Inc.,United States,2015,105052,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCX,Tucows Inc. Class A,Canada,NA,23301,Technology,EDP Services
TDAC,Trident Acquisitions Corp.,United States,2018,114261,NA,NA
TELA,TELA Bio Inc.,United States,2019,18665,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TENB,Tenable Holdings Inc.,United States,2018,858797,Technology,EDP Services
TER,Teradyne Inc.,United States,NA,1257485,Capital Goods,Electrical Products
TESS,TESSCO Technologies Incorporated,United States,1994,5421,Capital Goods,Telecommunications Equipment
TFFP,TFF Pharmaceuticals Inc.,United States,2019,122286,Consumer Durables,Specialty Chemicals
TGTX,TG Therapeutics Inc.,United States,NA,1331707,Health Care,Major Pharmaceuticals
TH,Target Hospitality Corp.,United States,2018,263984,Energy,Oil & Gas Production
THCA,Tuscan Holdings Corp. II,United States,2019,16427,NA,NA
THCB,Tuscan Holdings Corp.,United States,2019,678662,NA,NA
TIGO,Millicom International Cellular S.A.,Luxembourg,NA,34648,Public Utilities,Telecommunications Equipment
TIL,Instil Bio Inc.,United States,2021,133581,Health Care,Major Pharmaceuticals
TILE,Interface Inc.,United States,NA,192489,NA,NA
TITN,Titan Machinery Inc.,United States,2007,124125,NA,NA
TLGT,Teligent Inc.,United States,NA,2250110,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TLRY,Tilray Inc. Class 2,Canada,2018,10414414,Consumer Durables,Specialty Chemicals
TLS,Telos Corporation,United States,2020,377235,Technology,EDP Services
TMDX,TransMedics Group Inc.,United States,2019,291178,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMUS,T-Mobile US Inc.,United States,NA,3025218,Public Utilities,Telecommunications Equipment
TNDM,Tandem Diabetes Care Inc.,United States,2013,600135,Health Care,Medical/Dental Instruments
TNXP,Tonix Pharmaceuticals Holding Corp.,United States,NA,6962453,Health Care,Major Pharmaceuticals
TOPS,TOP Ships Inc.,Greece,NA,1326697,Transportation,Marine Transportation
TOWN,TowneBank,United States,NA,153192,NA,NA
TPIC,TPI Composites Inc.,United States,2016,627463,Technology,Industrial Machinery/Components
TPTX,Turning Point Therapeutics Inc.,United States,2019,462636,Health Care,Major Pharmaceuticals
TRCH,Torchlight Energy Resources Inc.,United States,NA,8263515,Energy,Oil & Gas Production
TREE,LendingTree Inc.,United States,NA,372586,Finance,Finance: Consumer Services
TRHC,Tabula Rasa HealthCare Inc.,United States,2016,123913,Health Care,Medical/Nursing Services
TRMB,Trimble Inc.,United States,1990,782193,Capital Goods,Industrial Machinery/Components
TROW,T. Rowe Price Group Inc.,United States,1986,823241,Finance,Investment Managers
TRUP,Trupanion Inc.,United States,NA,313874,Health Care,Medical Specialities
TRVN,Trevena Inc.,United States,2014,2925625,Health Care,Major Pharmaceuticals
TSC,TriState Capital Holdings Inc.,United States,2013,105064,Finance,Major Banks
TSCO,Tractor Supply Company,United States,1994,993667,Consumer Services,Other Specialty Stores
TSLA,Tesla Inc.,United States,2010,28369522,Capital Goods,Auto Manufacturing
TSP,TuSimple Holdings Inc. Class A,United States,2021,1371087,Capital Goods,Construction/Ag Equipment/Trucks
TTCF,Tattooed Chef Inc Class A,United States,2018,1328889,Consumer Non-Durables,Farming/Seeds/Milling
TTD,The Trade Desk Inc. Class A,United States,2016,445103,Technology,EDP Services
TTEC,TTEC Holdings Inc.,United States,1996,98653,Technology,Retail: Computer Software & Peripheral Equipment
TTMI,TTM Technologies Inc.,United States,2000,930917,Technology,Electrical Products
TTOO,T2 Biosystems Inc.,United States,2014,1551588,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TTWO,Take-Two Interactive Software Inc.,United States,1997,1125168,Technology,Computer Software: Prepackaged Software
TUSK,Mammoth Energy Services Inc.,United States,2016,51518,Energy,Oilfield Services/Equipment
TVTX,Travere Therapeutics Inc.,United States,NA,657454,Health Care,Major Pharmaceuticals
TW,Tradeweb Markets Inc. Class A,United States,2019,444481,Finance,Investment Bankers/Brokers/Service
TWCT,TWC Tech Holdings II Corp. Class A,United States,2020,294569,NA,NA
TWIN,Twin Disc Incorporated,United States,NA,2769,Capital Goods,Industrial Machinery/Components
TWNK,Hostess Brands Inc. Class A,United States,2015,483347,Consumer Non-Durables,Specialty Foods
TWOU,2U Inc.,United States,2014,1339523,Miscellaneous,Service to the Health Industry
TWST,Twist Bioscience Corporation,United States,2018,598982,Health Care,Managed Health Care
TXG,10x Genomics Inc. Class A,United States,2019,566170,Health Care,Managed Health Care
TXMD,TherapeuticsMD Inc.,United States,NA,7382963,Health Care,Major Pharmaceuticals
